sales_rank,overall_rating,positive,negative,no_of_reviews,discount_value,discount_rate
533.0,4.4,86.0,8.0,99.0,161.0,40.0
394.0,4.4,90.0,7.0,78.0,36.0,30.0
252.0,4.6,91.0,6.0,624.0,181.0,40.0
673.0,4.5,100.0,3.0,2.0,80.0,32.0
593.0,4.7,93.0,4.0,973.0,144.0,48.0
559.0,5.0,104.0,3.0,5.0,210.0,35.0
