sales_rank,overall_rating,positive,negative,no_of_reviews,discount_value,discount_rate
133.0,4.2,82.0,10.0,171.0,16.0,23.0
391.0,3.9,69.0,17.0,59.0,254.0,42.0
585.0,4.6,91.0,4.0,57.0,62.0,25.0
