sales_rank,overall_rating,positive,negative,no_of_reviews,discount_value,discount_rate
25.0,4.7,93.0,4.0,1304.0,143.0,48.0
24.0,4.4,86.0,7.0,111.0,75.0,25.0
112.0,4.7,94.0,3.0,229.0,301.0,46.0
224.0,4.3,79.0,10.0,1832.0,184.0,46.0
63.0,4.0,84.0,10.0,12.0,17.0,7.0
185.0,4.4,85.0,9.0,142.0,229.0,43.0
