sales_rank,overall_rating,positive,negative,no_of_reviews,discount_value,discount_rate
41.0,4.7,94.0,4.0,363.0,197.0,49.0
350.0,4.6,92.0,3.0,37.0,51.0,34.0
306.0,4.0,74.0,16.0,215.0,96.0,64.0
246.0,4.1,75.0,11.0,4680.0,160.0,40.0
168.0,3.6,57.0,26.0,5106.0,83.0,43.0
385.0,5.0,104.0,3.0,2.0,23.0,5.0
197.0,4.3,83.0,10.0,54.0,160.3,11.0
429.0,4.5,91.0,5.0,127.0,50.0,40.0
