sales_rank,overall_rating,positive,negative,no_of_reviews,discount_value,discount_rate
391.0,4.1,77.0,12.0,129.0,5.0,20.0
85.0,4.1,77.0,15.0,391.0,219.0,32.0
409.0,4.5,91.0,5.0,127.0,50.0,40.0
771.0,4.2,83.0,18.0,6.0,135.0,34.0
805.0,4.4,90.0,7.0,40.0,16.0,20.0
