sales_rank,overall_rating,positive,negative,no_of_reviews,discount_value,discount_rate
826.0,4.5,84.0,6.0,19.0,75.0,56.0
470.0,4.5,100.0,3.0,12.0,70.0,28.0
35.0,4.6,92.0,4.0,2693.0,223.0,56.0
526.0,4.6,91.0,4.0,57.0,62.0,25.0
450.0,4.2,84.0,9.0,237.0,71.0,28.0
505.0,4.5,89.0,6.0,246.0,52.0,12.0
122.0,4.7,95.0,2.0,284.0,84.0,42.0
